File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Biosample genetic modifications methods,Biosample genetic modifications categories,Biosample genetic modifications targets,Biosample genetic modifications gene targets,Biosample genetic modifications site coordinates,Biosample genetic modifications zygosity,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Genome annotation,Platform,Controlled by,File Status,s3_uri,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF395BOY,bam,alignments,ENCSR346IHH,DNase-seq,EFO:0005698,Daoy,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-18,ENCODE,,,,2,,,,,,,"ENCFF471JVG, ENCFF915MOG",2468451587,ENCODE Processing Pipeline,9d818144125a2e3f80c0bdbceaa5531b,,https://www.encodeproject.org/files/ENCFF395BOY/@@download/ENCFF395BOY.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/3afd33d0-c931-4d50-a66d-d86a1d791300/ENCFF395BOY.bam,,,,
ENCFF485TFU,bam,alignments,ENCSR000FJH,DNase-seq,EFO:0003044,NCI-H460,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2016-09-22,ENCODE,,,,1,,,,,,,"ENCFF346OGF, ENCFF741GPJ",3363687796,ENCODE Processing Pipeline,dba456ee337751baf4597b2690b085a7,,https://www.encodeproject.org/files/ENCFF485TFU/@@download/ENCFF485TFU.bam,GRCh38,,,,released,s3://encode-public/2017/09/07/b1f7f4bf-696a-418b-a75c-5eada4795c90/ENCFF485TFU.bam,,,,
ENCFF167OTD,bam,alignments,ENCSR000FJH,DNase-seq,EFO:0003044,NCI-H460,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2016-09-22,ENCODE,,,,2,,,,,,,ENCFF861ZWE,1386872717,ENCODE Processing Pipeline,a371537944c51452e965dae0abed4670,,https://www.encodeproject.org/files/ENCFF167OTD/@@download/ENCFF167OTD.bam,GRCh38,,,,released,s3://encode-public/2017/09/07/f3e17710-b582-4437-840c-e4bd42bcb8bb/ENCFF167OTD.bam,,,,
ENCFF421KIE,bam,alignments,ENCSR910OQF,DNase-seq,UBERON:0002240,spinal cord,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,1,,,,,,,ENCFF611XPT,26284276783,ENCODE Processing Pipeline,fd8b58695781e1758108adc2bac4f33c,,https://www.encodeproject.org/files/ENCFF421KIE/@@download/ENCFF421KIE.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/9c70fec5-a95e-4446-8e4c-6f68e1ee6de5/ENCFF421KIE.bam,,,,
ENCFF323MYG,bam,alignments,ENCSR910OQF,DNase-seq,UBERON:0002240,spinal cord,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,2,,,,,,,ENCFF536LEF,3676547606,ENCODE Processing Pipeline,6735e28331fd5c0369a5248f67cf35e5,,https://www.encodeproject.org/files/ENCFF323MYG/@@download/ENCFF323MYG.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/eec8f535-c463-4b96-9694-0bc2d30129f0/ENCFF323MYG.bam,,,,
ENCFF186DCB,bam,alignments,ENCSR608AHQ,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF845IRV,1388781852,ENCODE Processing Pipeline,2898f2141c6fb50f132823c70085962e,,https://www.encodeproject.org/files/ENCFF186DCB/@@download/ENCFF186DCB.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/5553b958-8f7f-451d-942d-741a0e06d859/ENCFF186DCB.bam,,,,
ENCFF595DTJ,bam,alignments,ENCSR582IPV,DNase-seq,UBERON:0002048,lung,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2016-09-22,ENCODE,,,,2,,,,,,,ENCFF195SPC,15187150148,ENCODE Processing Pipeline,c92f779295a3d8b041b04eb2642b71f6,,https://www.encodeproject.org/files/ENCFF595DTJ/@@download/ENCFF595DTJ.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/d6e33911-c82f-4999-a1c4-00623026580e/ENCFF595DTJ.bam,,,,
ENCFF591XQT,bam,alignments,ENCSR582IPV,DNase-seq,UBERON:0002048,lung,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2016-09-22,ENCODE,,,,1,,,,,,,"ENCFF395HAL, ENCFF403RJX",2521544179,ENCODE Processing Pipeline,908cb60d607237d96658958fad3272ec,,https://www.encodeproject.org/files/ENCFF591XQT/@@download/ENCFF591XQT.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/ea585844-d869-45de-b29f-d91bebfefee8/ENCFF591XQT.bam,,,,
ENCFF207XKR,bam,alignments,ENCSR759UNY,DNase-seq,UBERON:0001723,tongue,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,1,,,,,,,ENCFF707KUV,16609674631,ENCODE Processing Pipeline,97d8c53e893bce1f711f1c78234e332c,,https://www.encodeproject.org/files/ENCFF207XKR/@@download/ENCFF207XKR.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/6e259d05-7696-45f9-8874-6593e9308405/ENCFF207XKR.bam,,,,
ENCFF030RLN,bam,alignments,ENCSR759UNY,DNase-seq,UBERON:0001723,tongue,tissue,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,2,,,,,,,ENCFF346JFC,2709737755,ENCODE Processing Pipeline,8866be06bce752158cd881da79323174,,https://www.encodeproject.org/files/ENCFF030RLN/@@download/ENCFF030RLN.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/1142e388-5ea7-4668-b78f-8c07f25c508f/ENCFF030RLN.bam,,,,
ENCFF790EMB,bam,alignments,ENCSR083STA,DNase-seq,EFO:0002234,MG63,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-18,ENCODE,,,,1,,,,,,,"ENCFF297JDN, ENCFF425UHW",15852072978,ENCODE Processing Pipeline,30162afceb02fc85966c97046163d036,,https://www.encodeproject.org/files/ENCFF790EMB/@@download/ENCFF790EMB.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/40c28ef6-5dcd-456f-8141-82338813d21f/ENCFF790EMB.bam,,,,
ENCFF642YAS,bam,alignments,ENCSR083STA,DNase-seq,EFO:0002234,MG63,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-18,ENCODE,,,,2,,,,,,,"ENCFF877AUY, ENCFF896AMU",2997680652,ENCODE Processing Pipeline,c8ed68fda8a7e48326ce328ec0cde3f9,,https://www.encodeproject.org/files/ENCFF642YAS/@@download/ENCFF642YAS.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/c55a4249-cb63-41c1-bdfa-e8bcff6ea343/ENCFF642YAS.bam,,,,
ENCFF053AZF,bam,alignments,ENCSR000EKI,DNase-seq,EFO:0009501,CWRU1,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2012-03-28,ENCODE,,,,1,,,,,,,"ENCFF172KUR, ENCFF582XFK",6629798101,ENCODE Processing Pipeline,00f5ea158bf3ac6935b334e9b6156265,,https://www.encodeproject.org/files/ENCFF053AZF/@@download/ENCFF053AZF.bam,GRCh38,,,,released,s3://encode-public/2017/10/03/e456d3aa-fb88-4c76-aa8d-fa426a1e2151/ENCFF053AZF.bam,,,,
ENCFF586NXB,bam,alignments,ENCSR000EPM,DNase-seq,CL:0000127,astrocyte,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,1,,,,,,,ENCFF541YQF,8940618888,ENCODE Processing Pipeline,7090d7c94b55e88344504aae896b4342,,https://www.encodeproject.org/files/ENCFF586NXB/@@download/ENCFF586NXB.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/5e7037e1-d265-4e55-81d6-f98a7dc77fe3/ENCFF586NXB.bam,,,,
ENCFF968JMG,bam,alignments,ENCSR000EPM,DNase-seq,CL:0000127,astrocyte,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2010-12-16,ENCODE,,,,2,,,,,,,ENCFF531HMN,1068801536,ENCODE Processing Pipeline,74ebff41fc977956224260bfee1def8d,,https://www.encodeproject.org/files/ENCFF968JMG/@@download/ENCFF968JMG.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/3877286d-9781-475a-a3b9-ef1564df45ab/ENCFF968JMG.bam,,,,
ENCFF407ZYK,bam,alignments,ENCSR564JUY,DNase-seq,CL:0000837,hematopoietic multipotent progenitor cell,in vitro differentiated cells,Homo sapiens,"interleukin-3, hydrocortisone succinate, erythropoietin, kit ligand",,6 day,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,1,,,,,,,ENCFF481PAV,5761341536,ENCODE Processing Pipeline,fbe17278032e5db67e404e7101dd54de,,https://www.encodeproject.org/files/ENCFF407ZYK/@@download/ENCFF407ZYK.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/e73b45d9-1ed8-4621-ad20-d7424c641f18/ENCFF407ZYK.bam,,,,
ENCFF235MHO,bam,alignments,ENCSR564JUY,DNase-seq,CL:0000837,hematopoietic multipotent progenitor cell,in vitro differentiated cells,Homo sapiens,"interleukin-3, hydrocortisone succinate, erythropoietin, kit ligand",,6 day,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,2,,,,,,,ENCFF366OYQ,13954054003,ENCODE Processing Pipeline,8025fcf822484a1eec5f8019a19ede2e,,https://www.encodeproject.org/files/ENCFF235MHO/@@download/ENCFF235MHO.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/04f8cbf3-214d-4bdf-ad0d-b1ff4b52deea/ENCFF235MHO.bam,,,,
ENCFF778QBO,bam,alignments,ENCSR320TUJ,DNase-seq,CL:0001059,"common myeloid progenitor, CD34-positive",primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF083ALW,1672245182,ENCODE Processing Pipeline,760ab7e225b9fbe817ee292252a1fd9f,,https://www.encodeproject.org/files/ENCFF778QBO/@@download/ENCFF778QBO.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/119ab7bb-e18b-4c08-9e9c-cd1261b3a7a5/ENCFF778QBO.bam,,,,
ENCFF512KST,bam,alignments,ENCSR930AUG,DNase-seq,UBERON:0002167,right lung,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF528FXH,1909329305,ENCODE Processing Pipeline,164bb8b36eb5fab2a0c5d4666739d9dc,,https://www.encodeproject.org/files/ENCFF512KST/@@download/ENCFF512KST.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/90eacf6e-83bb-48bc-bd22-cc0a8edb2860/ENCFF512KST.bam,,,,
ENCFF556SWZ,bam,alignments,ENCSR019JDO,DNase-seq,EFO:0005719,Karpas-422,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,1,,,,,,,ENCFF053ORG,16778769549,ENCODE Processing Pipeline,da3131debad5bfe33b729291068c801b,,https://www.encodeproject.org/files/ENCFF556SWZ/@@download/ENCFF556SWZ.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/93b4fe56-883f-4e82-bd70-2001eb5d10f0/ENCFF556SWZ.bam,,,,
ENCFF080GWM,bam,alignments,ENCSR019JDO,DNase-seq,EFO:0005719,Karpas-422,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-11-05,ENCODE,,,,2,,,,,,,ENCFF610ESU,7922083391,ENCODE Processing Pipeline,de172d61003b8ec2bc9a838ccfb07ca7,,https://www.encodeproject.org/files/ENCFF080GWM/@@download/ENCFF080GWM.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/f53c0de5-f94a-4335-aedc-c3abd194176c/ENCFF080GWM.bam,,,,
ENCFF775KUS,bam,alignments,ENCSR082XEU,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF481GOD,1192477117,ENCODE Processing Pipeline,9c869d3ebb692e0f64434992d6d7015a,,https://www.encodeproject.org/files/ENCFF775KUS/@@download/ENCFF775KUS.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/865c1e35-32ca-4866-8a1d-c3a29c22efed/ENCFF775KUS.bam,,,,
ENCFF102CCA,bam,alignments,ENCSR174JMM,DNase-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF373TEG,785913686,ENCODE Processing Pipeline,071a1bd82217caaf86af2590c4b54a93,,https://www.encodeproject.org/files/ENCFF102CCA/@@download/ENCFF102CCA.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/e2ef24e3-d6c3-46e1-8c51-05edb390e625/ENCFF102CCA.bam,,,,
ENCFF993QPB,bam,alignments,ENCSR940NLN,DNase-seq,EFO:0002847,PC-9,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-18,ENCODE,,,,1,,,,,,,ENCFF042UPR,4715102494,ENCODE Processing Pipeline,a6e20fb84c979897c7974c49cc005b2f,,https://www.encodeproject.org/files/ENCFF993QPB/@@download/ENCFF993QPB.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/afe94f26-b536-4873-a2f2-48516f331a9e/ENCFF993QPB.bam,,,,
ENCFF107HZD,bam,alignments,ENCSR940NLN,DNase-seq,EFO:0002847,PC-9,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-18,ENCODE,,,,2,,,,,,,ENCFF123UOW,13385797844,ENCODE Processing Pipeline,ed2e7f07116ea0f3be607c72d09de18c,,https://www.encodeproject.org/files/ENCFF107HZD/@@download/ENCFF107HZD.bam,GRCh38,,,,released,s3://encode-public/2017/08/24/ef2a684a-af5a-41a9-97ec-c0db9d2267e8/ENCFF107HZD.bam,,,,
ENCFF334LMK,bam,alignments,ENCSR246PXX,DNase-seq,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF402XKT,2240392759,ENCODE Processing Pipeline,f26046b67844bee351ebd8f5df01222f,,https://www.encodeproject.org/files/ENCFF334LMK/@@download/ENCFF334LMK.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/3b2fcf85-9c1f-4ab1-ba66-c9889d8e71f1/ENCFF334LMK.bam,,,,
ENCFF509LUG,bam,alignments,ENCSR622TWS,DNase-seq,CL:2000013,fibroblast of skin of abdomen,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF341PHI, ENCFF712VJH",13014753860,ENCODE Processing Pipeline,288c7be3e05647aff2e91035f218b53a,,https://www.encodeproject.org/files/ENCFF509LUG/@@download/ENCFF509LUG.bam,GRCh38,,,,released,s3://encode-public/2017/10/03/ffe35ad7-1c62-4fcf-a26f-7673dd4aa638/ENCFF509LUG.bam,,,,
ENCFF770CVV,bam,alignments,ENCSR000EOO,DNase-seq,CL:0000515,skeletal muscle myoblast,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2011-05-04,ENCODE,,,,2,,,,,,,ENCFF535VVR,1626174886,ENCODE Processing Pipeline,eb9534991b7e8d5495c7689ce7fb44c7,,https://www.encodeproject.org/files/ENCFF770CVV/@@download/ENCFF770CVV.bam,GRCh38,,,,released,s3://encode-public/2017/11/30/515bb56a-f4d0-493d-849b-8dd2860ad673/ENCFF770CVV.bam,,,,
ENCFF449PKZ,bam,alignments,ENCSR000EOO,DNase-seq,CL:0000515,skeletal muscle myoblast,primary cell,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2011-05-04,ENCODE,,,,1,,,,,,,"ENCFF297KFV, ENCFF318RLJ",47096698876,ENCODE Processing Pipeline,deb77dc115ff4ea27ac715921e58507b,,https://www.encodeproject.org/files/ENCFF449PKZ/@@download/ENCFF449PKZ.bam,GRCh38,,,,released,s3://encode-public/2017/11/30/26d206ab-151d-4a12-a610-143e11da97b2/ENCFF449PKZ.bam,,,,
ENCFF764PYL,bam,alignments,ENCSR712PYJ,DNase-seq,UBERON:0000992,ovary,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF507JAZ,2330657608,ENCODE Processing Pipeline,51a423748ccac397da2504b422643a45,,https://www.encodeproject.org/files/ENCFF764PYL/@@download/ENCFF764PYL.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/546663ee-5cc4-4cff-bcf3-8192352f6156/ENCFF764PYL.bam,,,,
ENCFF406NNO,bam,alignments,ENCSR728BAD,DNase-seq,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF722BZU,1282624498,ENCODE Processing Pipeline,17e2416f5bddd58850a3b551ea4a23a9,,https://www.encodeproject.org/files/ENCFF406NNO/@@download/ENCFF406NNO.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/e0c28a70-4b4b-46d3-9327-38040feba3f5/ENCFF406NNO.bam,,,,
ENCFF013QGL,bam,alignments,ENCSR000FFJ,DNase-seq,EFO:0005722,SJCRH30,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,1,,,,,,,ENCFF246FUF,2801357038,ENCODE Processing Pipeline,c9e94d309a7cf6d46afbf9657bd587a3,,https://www.encodeproject.org/files/ENCFF013QGL/@@download/ENCFF013QGL.bam,GRCh38,,,,released,s3://encode-public/2017/08/22/ac7e1bbe-4f1d-4828-8d09-25b2bfe936c9/ENCFF013QGL.bam,,,,
ENCFF900FVY,bam,alignments,ENCSR000FFJ,DNase-seq,EFO:0005722,SJCRH30,cell line,Homo sapiens,,,,,,,,,,,DNA,,,,,False,2015-08-31,ENCODE,,,,2,,,,,,,"ENCFF773SQO, ENCFF906GQW",19682874836,ENCODE Processing Pipeline,a8b6ea330ffa38369c7ef85c9934921b,,https://www.encodeproject.org/files/ENCFF900FVY/@@download/ENCFF900FVY.bam,GRCh38,,,,released,s3://encode-public/2017/08/22/50f392cf-e729-400f-b107-3cc7d7080cac/ENCFF900FVY.bam,,,,
ENCFF188DIT,bam,alignments,ENCSR729DRB,DNase-seq,UBERON:0000473,testis,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF639PHQ,2089197750,ENCODE Processing Pipeline,b6c09c2937f98e8841c918e889ab75ce,,https://www.encodeproject.org/files/ENCFF188DIT/@@download/ENCFF188DIT.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/c6aa1268-a0e8-43c6-96f6-945ee7ac1d37/ENCFF188DIT.bam,,,,
ENCFF566SPI,bam,alignments,ENCSR000ELW,DNase-seq,EFO:0001086,A549,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2016-07-21,ENCODE,,,,1,,,,,,,ENCFF862NZD,14410190380,ENCODE Processing Pipeline,b687e3138edb6dbc2670fde21e459e76,,https://www.encodeproject.org/files/ENCFF566SPI/@@download/ENCFF566SPI.bam,GRCh38,,,,released,s3://encode-public/2017/11/26/51a256e1-98db-41fd-9f86-4ddbd25cb834/ENCFF566SPI.bam,,,,
ENCFF414MBW,bam,alignments,ENCSR000ELW,DNase-seq,EFO:0001086,A549,cell line,Homo sapiens,,,,,,,,,,,DNA,,see document,see document,,False,2016-07-21,ENCODE,,,,2,,,,,,,ENCFF288DXQ,1742257619,ENCODE Processing Pipeline,4fd6052a084aa79c17ba82b3b0cc2de6,,https://www.encodeproject.org/files/ENCFF414MBW/@@download/ENCFF414MBW.bam,GRCh38,,,,released,s3://encode-public/2017/11/26/612dda83-c2fb-4f18-be51-de5194ff625a/ENCFF414MBW.bam,,,,
ENCFF708IUW,bam,alignments,ENCSR974TXT,DNase-seq,UBERON:0004538,left kidney,tissue,Homo sapiens,,,,,,,,,,,DNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,ENCFF927FHK,1514546024,ENCODE Processing Pipeline,1913ff640d8da1cc86d2452b3a7a9c19,,https://www.encodeproject.org/files/ENCFF708IUW/@@download/ENCFF708IUW.bam,GRCh38,,,,released,s3://encode-public/2017/09/18/c8fe06b3-c450-4342-b6ac-233aeb31c931/ENCFF708IUW.bam,,,,
