File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Biosample genetic modifications methods,Biosample genetic modifications categories,Biosample genetic modifications targets,Biosample genetic modifications gene targets,Biosample genetic modifications site coordinates,Biosample genetic modifications zygosity,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Genome annotation,Platform,Controlled by,File Status,s3_uri,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF547YFO,bam,alignments,ENCSR000AEF,RNA-seq,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,Trizol (LifeTech cat#: 15596-018),Trizol (LifeTech cat#: 15596-018),,True,2014-06-30,ENCODE,,,,1,,,,,,,"ENCFF001RCY, ENCFF001RDG, ENCFF742NER",10300062509,ENCODE Processing Pipeline,d7c984a11c1236f5a3d27bbc386a3cde,,https://www.encodeproject.org/files/ENCFF547YFO/@@download/ENCFF547YFO.bam,GRCh38,V24,,,released,s3://encode-public/2016/02/04/a3b3529c-a304-4086-944f-d9e0203d7f02/ENCFF547YFO.bam,,,,
ENCFF782IVX,bam,alignments,ENCSR000AEF,RNA-seq,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,Trizol (LifeTech cat#: 15596-018),Trizol (LifeTech cat#: 15596-018),,True,2014-06-30,ENCODE,,,,2,,,,,,,"ENCFF001RCX, ENCFF001RDF, ENCFF742NER",26076333389,ENCODE Processing Pipeline,7885b9436049cc44e0c0f6845d9cdb01,,https://www.encodeproject.org/files/ENCFF782IVX/@@download/ENCFF782IVX.bam,GRCh38,V24,,,released,s3://encode-public/2016/02/04/f11a279a-918b-4835-ba8d-21344d891752/ENCFF782IVX.bam,,,,
ENCFF704SWF,bam,alignments,ENCSR000AEG,RNA-seq,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,Ambion mirVana,Ambion mirVana,,False,2014-07-07,ENCODE,,,,1,,,,,,,"ENCFF001RVR, ENCFF001RVY, ENCFF742NER",17867975156,ENCODE Processing Pipeline,553cedf180b5a11b2ced6053fc545620,,https://www.encodeproject.org/files/ENCFF704SWF/@@download/ENCFF704SWF.bam,GRCh38,V24,,,released,s3://encode-public/2016/02/04/3ff24c0b-241d-47e1-b4a9-51d9df79a17a/ENCFF704SWF.bam,,,,
ENCFF690AUZ,bam,alignments,ENCSR000AEG,RNA-seq,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,Ambion mirVana,Ambion mirVana,,False,2014-07-07,ENCODE,,,,2,,,,,,,"ENCFF001RVS, ENCFF001RVW, ENCFF742NER",17876020332,ENCODE Processing Pipeline,f77119140381d8ad429950ae59c10d96,,https://www.encodeproject.org/files/ENCFF690AUZ/@@download/ENCFF690AUZ.bam,GRCh38,V24,,,released,s3://encode-public/2016/02/04/6560e32f-fe18-42ac-8a17-4a507dfd64ea/ENCFF690AUZ.bam,,,,
ENCFF918SPI,bam,alignments,ENCSR910QOX,RNA-seq,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF043VSW, ENCFF058BZY, ENCFF064DSU, ENCFF438TKA, ENCFF453UKG, ENCFF478VSR, ENCFF688IWN, ENCFF742NER, ENCFF952EME",32798956028,ENCODE Processing Pipeline,a18ec5e10a36ab87061cb157653f395f,,https://www.encodeproject.org/files/ENCFF918SPI/@@download/ENCFF918SPI.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/542c7f45-7fd2-4fe0-8c59-2b800d1c2b88/ENCFF918SPI.bam,,,,
ENCFF419CMQ,bam,alignments,ENCSR525HSH,RNA-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,25.0 minute,,,,,,,,polyadenylated mRNA,,RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment,,,True,2017-10-19,GGR,,,,3,1.0,,,,,,"ENCFF254KMC, ENCFF858NPS, GRCh38_no_alt_analysis_set_GCA_000001405.15, gencode.v22.annotation",5044483445,"Tim Reddy, Duke",25d04cb7a8a5bd3634142c157b80829b,,https://www.encodeproject.org/files/ENCFF419CMQ/@@download/ENCFF419CMQ.bam,GRCh38,V22,,,released,s3://encode-public/2017/10/13/bcde0cbc-aa07-432b-b974-645cb674cc69/ENCFF419CMQ.bam,,,,
ENCFF450HKD,bam,alignments,ENCSR525HSH,RNA-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,25.0 minute,,,,,,,,polyadenylated mRNA,,RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment,,,True,2017-10-19,GGR,,,,1,1.0,,,,,,"ENCFF600FYP, ENCFF987TWO, GRCh38_no_alt_analysis_set_GCA_000001405.15, gencode.v22.annotation",6086901994,"Tim Reddy, Duke",e52c78e1af0ef20af56f0b06987c1788,,https://www.encodeproject.org/files/ENCFF450HKD/@@download/ENCFF450HKD.bam,GRCh38,V22,,,released,s3://encode-public/2017/10/13/f773244d-465e-4bf4-bf3f-530a9c7abff0/ENCFF450HKD.bam,,,,
ENCFF866BHM,bam,alignments,ENCSR525HSH,RNA-seq,EFO:0001086,A549,cell line,Homo sapiens,dexamethasone,100.0 nM,25.0 minute,,,,,,,,polyadenylated mRNA,,RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment,,,True,2017-10-19,GGR,,,,2,1.0,,,,,,"ENCFF474MJC, ENCFF904ZBV, GRCh38_no_alt_analysis_set_GCA_000001405.15, gencode.v22.annotation",5691827506,"Tim Reddy, Duke",a2b63e729c3ec28b17c7a9829df25457,,https://www.encodeproject.org/files/ENCFF866BHM/@@download/ENCFF866BHM.bam,GRCh38,V22,,,released,s3://encode-public/2017/10/13/be674c49-374b-41ca-a15b-4b174d3859a2/ENCFF866BHM.bam,,,,
ENCFF710AVC,bam,alignments,ENCSR635GTY,RNA-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804),,,True,2014-12-08,ENCODE,,,,1,,,,,,,"ENCFF076IRZ, ENCFF742NER, ENCFF770NYA",9324657179,ENCODE Processing Pipeline,af32f012416dcd89510e59a28183518c,,https://www.encodeproject.org/files/ENCFF710AVC/@@download/ENCFF710AVC.bam,GRCh38,V24,,,released,s3://encode-public/2016/12/20/06caf803-f5ae-4f19-87ea-028820360dfe/ENCFF710AVC.bam,,,,
ENCFF970FFG,bam,alignments,ENCSR635GTY,RNA-seq,UBERON:0000948,heart,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804),,,True,2014-12-08,ENCODE,,,,1,,,,,,,"ENCFF221QNJ, ENCFF464TEM, ENCFF742NER",5221431938,ENCODE Processing Pipeline,17f5a5ff837aa65a1928f76f66ac1fca,,https://www.encodeproject.org/files/ENCFF970FFG/@@download/ENCFF970FFG.bam,GRCh38,V24,,,released,s3://encode-public/2016/12/20/cd4d5678-a00e-42da-b1de-5d15d4c7689f/ENCFF970FFG.bam,,,,
ENCFF099COQ,bam,alignments,ENCSR000COW,RNA-seq,EFO:0003042,H1,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,rRNA,see document,see document,,True,2011-10-17,ENCODE,,,,2,,,,,,,"ENCFF000FJF, ENCFF000FJG, ENCFF742NER",17943577042,ENCODE Processing Pipeline,f266c97edd5088b86dd81596be3412a5,,https://www.encodeproject.org/files/ENCFF099COQ/@@download/ENCFF099COQ.bam,GRCh38,V24,,,released,s3://encode-public/2016/07/07/89bf7200-a247-4a6d-bd2f-5b4b6e3c7e95/ENCFF099COQ.bam,,,,
ENCFF323GDO,bam,alignments,ENCSR396GIH,RNA-seq,UBERON:0001159,sigmoid colon,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF037ZBJ, ENCFF183BIH, ENCFF210OES, ENCFF260JVS, ENCFF274ZZY, ENCFF379EGJ, ENCFF425XKQ, ENCFF458WXW, ENCFF471FEN, ENCFF617JDG, ENCFF681IOB, ENCFF740NOI, ENCFF742NER, ENCFF751ZDA, ENCFF814TLJ, ENCFF860MZZ, ENCFF912KFI",58227878386,ENCODE Processing Pipeline,16920cdeb71b1252d0b37de90bb52f0f,,https://www.encodeproject.org/files/ENCFF323GDO/@@download/ENCFF323GDO.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/2db47015-6001-4398-9b37-e22e1fcb01a1/ENCFF323GDO.bam,,,,
ENCFF199EFU,bam,alignments,ENCSR629VMZ,RNA-seq,UBERON:0001264,pancreas,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF048IKI, ENCFF247BOT, ENCFF337XAP, ENCFF355OFT, ENCFF372KMS, ENCFF425ZEU, ENCFF581GND, ENCFF709KHC, ENCFF736AFY, ENCFF742NER, ENCFF829FFZ, ENCFF875NZW, ENCFF966KGD",65684987934,ENCODE Processing Pipeline,8ae2d00d54cf28b180efc8177406c72e,,https://www.encodeproject.org/files/ENCFF199EFU/@@download/ENCFF199EFU.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/22576a2f-21b7-4321-be81-55ee0ad7e413/ENCFF199EFU.bam,,,,
ENCFF985MTW,bam,alignments,ENCSR872LTT,RNA-seq,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF031DZT, ENCFF169WSK, ENCFF488NLL, ENCFF742NER, ENCFF878YSA",11430422517,ENCODE Processing Pipeline,744873194a0318f4d6c811493899445b,,https://www.encodeproject.org/files/ENCFF985MTW/@@download/ENCFF985MTW.bam,GRCh38,V24,,,released,s3://encode-public/2018/01/18/ade5ff66-6226-436b-bce2-e701cbad0628/ENCFF985MTW.bam,,,,
ENCFF148VCG,bam,alignments,ENCSR872LTT,RNA-seq,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF312BUL, ENCFF542NKD, ENCFF618IGA, ENCFF687NVE, ENCFF742NER",12868866649,ENCODE Processing Pipeline,9453ebe798dcfb43c4224647fb884467,,https://www.encodeproject.org/files/ENCFF148VCG/@@download/ENCFF148VCG.bam,GRCh38,V24,,,released,s3://encode-public/2018/01/18/e4486a08-2142-4a31-8cd2-b09fbfa4f90f/ENCFF148VCG.bam,,,,
ENCFF841DQD,bam,alignments,ENCSR278UYN,RNA-seq,UBERON:0002048,lung,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF015WDK, ENCFF055ZEQ, ENCFF082IPL, ENCFF171LJU, ENCFF172MKI, ENCFF222HQY, ENCFF229FTJ, ENCFF235LKK, ENCFF270ZFQ, ENCFF315STZ, ENCFF358ILB, ENCFF376BQQ, ENCFF385IHX, ENCFF466ACW, ENCFF561YGS, ENCFF697JNS, ENCFF703GAY, ENCFF729PLV, ENCFF742NER, ENCFF772FLC, ENCFF809AMQ, ENCFF831RUH, ENCFF854NRK, ENCFF954KQW, ENCFF983CUF",44525633967,ENCODE Processing Pipeline,b04f2866bbabb8d045a6c536a5a0f4b4,,https://www.encodeproject.org/files/ENCFF841DQD/@@download/ENCFF841DQD.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/8775a1d7-b709-4e32-826b-9b2c97e84319/ENCFF841DQD.bam,,,,
ENCFF127SLH,bam,alignments,ENCSR693CSQ,RNA-seq,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF011WLS, ENCFF027YFR, ENCFF032XTO, ENCFF067VLM, ENCFF117VAZ, ENCFF283NRH, ENCFF299ILO, ENCFF307FMW, ENCFF380HME, ENCFF458HYG, ENCFF654QEE, ENCFF742NER, ENCFF862EDE, ENCFF891FIF, ENCFF926OEO",48984970883,ENCODE Processing Pipeline,685d1c89be6f853eca1d6b9d96312fab,,https://www.encodeproject.org/files/ENCFF127SLH/@@download/ENCFF127SLH.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/a9c96277-93f5-466d-8348-ae8447eedb08/ENCFF127SLH.bam,,,,
ENCFF740OFO,bam,alignments,ENCSR043RSE,RNA-seq,EFO:0003042,H1,cell line,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF346WNU, ENCFF742NER, ENCFF953ZDW",35920359912,ENCODE Processing Pipeline,e7b69391574e2ba02e6e2ee387e272f7,,https://www.encodeproject.org/files/ENCFF740OFO/@@download/ENCFF740OFO.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/13/1d8a6aed-eca7-4429-a16c-7234e69e3fab/ENCFF740OFO.bam,,,,
ENCFF716ABE,bam,alignments,ENCSR861QKF,RNA-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,False,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF442UGX, ENCFF556DET, ENCFF742NER",40240410012,ENCODE Processing Pipeline,eea722bd27fcd1eb7d971a8790e500d0,,https://www.encodeproject.org/files/ENCFF716ABE/@@download/ENCFF716ABE.bam,GRCh38,V24,,,released,s3://encode-public/2017/05/11/91351ed0-79f9-424c-8c83-1ad4584f943a/ENCFF716ABE.bam,,,,
ENCFF085TWC,bam,alignments,ENCSR571BML,RNA-seq,UBERON:0001264,pancreas,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF021JPT, ENCFF143TWQ, ENCFF222UWW, ENCFF240UXB, ENCFF260PST, ENCFF332PPW, ENCFF424URN, ENCFF457HQN, ENCFF485TUS, ENCFF504KQP, ENCFF553VJC, ENCFF597DRD, ENCFF626CWO, ENCFF637WNS, ENCFF640IQB, ENCFF663XFB, ENCFF733MAN, ENCFF741QNQ, ENCFF742NER, ENCFF876RNB, ENCFF876YXC, ENCFF887NXM, ENCFF950HCO, ENCFF961JNJ, ENCFF995ZHM",117784476185,ENCODE Processing Pipeline,85dae4616b7b506323ff15e315dc3f8e,,https://www.encodeproject.org/files/ENCFF085TWC/@@download/ENCFF085TWC.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/59688964-def6-41c6-935c-9a7f647c5cd2/ENCFF085TWC.bam,,,,
ENCFF864QLZ,bam,alignments,ENCSR995BHD,RNA-seq,UBERON:0000947,aorta,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF009WZK, ENCFF051OVG, ENCFF107JTQ, ENCFF347CQP, ENCFF371SPE, ENCFF379VYR, ENCFF415CLP, ENCFF444ZTL, ENCFF477KLN, ENCFF506AFN, ENCFF510DJT, ENCFF522BXQ, ENCFF610MBB, ENCFF621AHI, ENCFF652CCH, ENCFF679CUU, ENCFF727CAI, ENCFF742NER, ENCFF745AEL, ENCFF774GGE, ENCFF811YPP, ENCFF837BRO, ENCFF882JZV, ENCFF966OIO, ENCFF993HSP",106547600594,ENCODE Processing Pipeline,d37bb3504b534dfaba0f8e355d470181,,https://www.encodeproject.org/files/ENCFF864QLZ/@@download/ENCFF864QLZ.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/58d20ab2-bba7-4eb2-8284-a5fa2ded1837/ENCFF864QLZ.bam,,,,
ENCFF441FVJ,bam,alignments,ENCSR993QGR,RNA-seq,UBERON:0001043,esophagus,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF074AOZ, ENCFF117OPV, ENCFF234WGM, ENCFF273QZK, ENCFF305QYJ, ENCFF368WGX, ENCFF377NCB, ENCFF394DBA, ENCFF604FUE, ENCFF712ZUE, ENCFF726LSJ, ENCFF734VXZ, ENCFF740FWP, ENCFF740JKN, ENCFF742NER, ENCFF755DPU, ENCFF766ARG, ENCFF775MWH, ENCFF809UYV, ENCFF859VDE, ENCFF873AXE, ENCFF915SSH, ENCFF922PXD, ENCFF940SPN, ENCFF995WBN",47792883610,ENCODE Processing Pipeline,b06943b31a24ed3e202f53271f88179c,,https://www.encodeproject.org/files/ENCFF441FVJ/@@download/ENCFF441FVJ.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/4cb0191c-693f-4355-8aaf-e5d2d3425022/ENCFF441FVJ.bam,,,,
ENCFF050JVY,bam,alignments,ENCSR999ZCI,RNA-seq,UBERON:0001159,sigmoid colon,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF229UYK, ENCFF232KGN, ENCFF313GED, ENCFF434EMO, ENCFF742NER, ENCFF831HCD, ENCFF867XYO, ENCFF907OUO, ENCFF992HBZ",28523601627,ENCODE Processing Pipeline,c07362539b63c3a5218338198eaf86cf,,https://www.encodeproject.org/files/ENCFF050JVY/@@download/ENCFF050JVY.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/1f3797bc-65e2-4687-9074-2d00a75fbb89/ENCFF050JVY.bam,,,,
ENCFF137MXA,bam,alignments,ENCSR762CJN,RNA-seq,CL:0000351,trophoblast cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF364YYU, ENCFF524LEU, ENCFF742NER",29268793888,ENCODE Processing Pipeline,7dd049a8384408649348566a56a2db4b,,https://www.encodeproject.org/files/ENCFF137MXA/@@download/ENCFF137MXA.bam,GRCh38,V24,,,released,s3://encode-public/2018/01/19/290c061a-f096-4acd-91da-b10b7cbcf2ae/ENCFF137MXA.bam,,,,
ENCFF677DAD,bam,alignments,ENCSR762CJN,RNA-seq,CL:0000351,trophoblast cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,2,,,,,,,"ENCFF143KXV, ENCFF655TPH, ENCFF742NER",34186094603,ENCODE Processing Pipeline,f61ba6e251925400e994e7fc41c99932,,https://www.encodeproject.org/files/ENCFF677DAD/@@download/ENCFF677DAD.bam,GRCh38,V24,,,released,s3://encode-public/2018/01/20/6e2119fb-4bf5-4a15-b418-efb8c4933b71/ENCFF677DAD.bam,,,,
ENCFF677DKS,bam,alignments,ENCSR502OTI,RNA-seq,UBERON:0008450,psoas muscle,tissue,Homo sapiens,,,,,,,,,,,polyadenylated mRNA,,see document,,,True,2013-07-31,Roadmap,,,,1,,,,,,,"ENCFF037TPQ, ENCFF105NGD, ENCFF122PIO, ENCFF193ROM, ENCFF205BPN, ENCFF226DRV, ENCFF320LDU, ENCFF334WVG, ENCFF350YVG, ENCFF484HSL, ENCFF489RLZ, ENCFF544ZCY, ENCFF616HAW, ENCFF630FRI, ENCFF706BNQ, ENCFF717FYR, ENCFF742NER, ENCFF742OWH, ENCFF746CDH, ENCFF752NLJ, ENCFF786STW, ENCFF882FTF, ENCFF939EDF, ENCFF971INJ, ENCFF995MNY",22449665907,ENCODE Processing Pipeline,50cc73650decdfa28e3d5c9db126610c,,https://www.encodeproject.org/files/ENCFF677DKS/@@download/ENCFF677DKS.bam,GRCh38,V24,,,released,s3://encode-public/2017/11/17/76f88a6e-84ff-4e84-a586-68f1ff4ca078/ENCFF677DKS.bam,,,,
