File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Biosample genetic modifications methods,Biosample genetic modifications categories,Biosample genetic modifications targets,Biosample genetic modifications gene targets,Biosample genetic modifications site coordinates,Biosample genetic modifications zygosity,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Genome annotation,Platform,Controlled by,File Status,s3_uri,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF686FEO,bam,alignments,ENCSR000AUQ,ChIP-seq,EFO:0003042,H1,cell line,Homo sapiens,,,,,,,,,,EP300-human,DNA,,see document,see document,,False,2012-08-06,ENCODE,,,,1.0,,,36.0,,,,"ENCFF000AZO, ENCFF643CGH",551459206,ENCODE Processing Pipeline,de8d7a626ba2013767c72aef465383de,,https://www.encodeproject.org/files/ENCFF686FEO/@@download/ENCFF686FEO.bam,GRCh38,,,,released,s3://encode-public/2017/04/21/ce75792e-3621-4ad1-bd59-8a139adafddf/ENCFF686FEO.bam,,,,
ENCFF500YYZ,bam,alignments,ENCSR322CFO,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZEB2-human,DNA,,,,,False,2016-06-14,ENCODE,,,,1.0,,,100.0,,,,"ENCFF349FIQ, ENCFF643CGH, ENCFF845FIV",3823902143,ENCODE Processing Pipeline,47cc1ad8f932c7a6dada82bb38d05a30,,https://www.encodeproject.org/files/ENCFF500YYZ/@@download/ENCFF500YYZ.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/f3e7d336-88f7-43a6-b88c-4885a947c35e/ENCFF500YYZ.bam,,,,
ENCFF717OYW,bam,alignments,ENCSR322CFO,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZEB2-human,DNA,,,,,False,2016-06-14,ENCODE,,,,2.0,,,100.0,,,,"ENCFF643CGH, ENCFF776VEC, ENCFF824ADC",4899233705,ENCODE Processing Pipeline,010d8d9a8297f4fe2ee8886476426617,,https://www.encodeproject.org/files/ENCFF717OYW/@@download/ENCFF717OYW.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/3448fa09-67c6-42c8-8d9c-f13849d8ff2b/ENCFF717OYW.bam,,,,
ENCFF494OJC,bam,alignments,ENCSR115SMW,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,PKNOX1-human,DNA,,,,,False,2016-06-14,ENCODE,,,,2.0,,,100.0,,,,"ENCFF643CGH, ENCFF871SUI, ENCFF921VOK",4311976089,ENCODE Processing Pipeline,2d65c7556cc5db129801d80506fdd246,,https://www.encodeproject.org/files/ENCFF494OJC/@@download/ENCFF494OJC.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/19de0ae9-311d-40ee-a37e-e19ab441fd40/ENCFF494OJC.bam,,,,
ENCFF636IGK,bam,alignments,ENCSR115SMW,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,PKNOX1-human,DNA,,,,,False,2016-06-14,ENCODE,,,,1.0,,,100.0,,,,"ENCFF292YNE, ENCFF643CGH, ENCFF755HHM",4933959486,ENCODE Processing Pipeline,0882c696da4df92e3868e2b859555aea,,https://www.encodeproject.org/files/ENCFF636IGK/@@download/ENCFF636IGK.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/914c4b36-343c-4907-8343-39699bd6cb20/ENCFF636IGK.bam,,,,
ENCFF063NKS,bam,alignments,ENCSR101FJU,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,ZNF384-human,DNA,,see document,see document,,False,2014-07-07,ENCODE,,,,2.0,,,36.0,,,,"ENCFF001YXE, ENCFF643CGH",848425799,ENCODE Processing Pipeline,879f91cba2237ed6b282250230d01cce,,https://www.encodeproject.org/files/ENCFF063NKS/@@download/ENCFF063NKS.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/a4f70725-697b-4a77-ba77-9488f318d8c7/ENCFF063NKS.bam,,,,
ENCFF114WOS,bam,alignments,ENCSR101FJU,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,ZNF384-human,DNA,,see document,see document,,False,2014-07-07,ENCODE,,,,1.0,,,36.0,,,,"ENCFF001YXD, ENCFF643CGH",795307127,ENCODE Processing Pipeline,9dd36b3a063a103d7e9a41b05546b507,,https://www.encodeproject.org/files/ENCFF114WOS/@@download/ENCFF114WOS.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/3ff597f7-407b-4bf1-9552-ef009e19942a/ENCFF114WOS.bam,,,,
ENCFF525CPA,bam,alignments,ENCSR106FRG,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,TAL1-human,DNA,,,,,False,2016-06-14,ENCODE,,,,2.0,,,100.0,,,,"ENCFF643CGH, ENCFF768SQO, ENCFF998YDA",3765084051,ENCODE Processing Pipeline,78ef28c0fb9c77ca9b765122a94a632f,,https://www.encodeproject.org/files/ENCFF525CPA/@@download/ENCFF525CPA.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/716837be-6e23-4eb2-9ba7-3c2a9185c5c8/ENCFF525CPA.bam,,,,
ENCFF695TZQ,bam,alignments,ENCSR106FRG,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,TAL1-human,DNA,,,,,False,2016-06-14,ENCODE,,,,1.0,,,100.0,,,,"ENCFF145TXO, ENCFF643CGH, ENCFF793WFY",3629065324,ENCODE Processing Pipeline,50aaf44ca4c9e6cb87f3d748809d1c1b,,https://www.encodeproject.org/files/ENCFF695TZQ/@@download/ENCFF695TZQ.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/8e3fa346-0633-4dc5-b12f-da6294bf0a58/ENCFF695TZQ.bam,,,,
ENCFF754GYS,bam,alignments,ENCSR004GKA,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZEB2-human,DNA,,,,,False,2016-06-14,ENCODE,,,,2.0,,,100.0,,,,"ENCFF030EJQ, ENCFF643CGH, ENCFF845NVE",4515247950,ENCODE Processing Pipeline,c0d371dc787b865a438d224a6037691d,,https://www.encodeproject.org/files/ENCFF754GYS/@@download/ENCFF754GYS.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/6e1db61f-4e40-4540-bc51-5b35148ffc06/ENCFF754GYS.bam,,,,
ENCFF035CJB,bam,alignments,ENCSR004GKA,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZEB2-human,DNA,,,,,False,2016-06-14,ENCODE,,,,1.0,,,100.0,,,,"ENCFF239XFD, ENCFF643CGH, ENCFF843QOR",3247919616,ENCODE Processing Pipeline,aa3d36df032a4a1c19332d879cdc7573,,https://www.encodeproject.org/files/ENCFF035CJB/@@download/ENCFF035CJB.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/d6a16cc0-8f64-4afe-994a-4bd4b6f5010a/ENCFF035CJB.bam,,,,
ENCFF510CLQ,bam,alignments,ENCSR617RSQ,ChIP-seq,EFO:0002074,PC-3,cell line,Homo sapiens,,,,,,,,,,EZH2phosphoT487-human,DNA,,,,,False,2018-02-06,ENCODE,,,,2.0,,,36.0,,,,"ENCFF167KLS, ENCFF429BVY, ENCFF643CGH",1117078329,ENCODE Processing Pipeline,57ddcb06dfd4666d2197f2c485345ac2,,https://www.encodeproject.org/files/ENCFF510CLQ/@@download/ENCFF510CLQ.bam,GRCh38,,,,released,s3://encode-public/2018/02/23/cfac5ac3-eb20-4c5b-8206-85219ffcb4e8/ENCFF510CLQ.bam,,,,
ENCFF229DGU,bam,alignments,ENCSR617RSQ,ChIP-seq,EFO:0002074,PC-3,cell line,Homo sapiens,,,,,,,,,,EZH2phosphoT487-human,DNA,,,,,False,2018-02-06,ENCODE,,,,1.0,,,36.0,,,,"ENCFF643CGH, ENCFF966WHJ",2480532482,ENCODE Processing Pipeline,097cd76ae3ae654efa402930948372f2,,https://www.encodeproject.org/files/ENCFF229DGU/@@download/ENCFF229DGU.bam,GRCh38,,,,released,s3://encode-public/2018/02/23/536e87c3-98f9-487e-8ac4-34cf59a895a6/ENCFF229DGU.bam,,,,
ENCFF227RMY,bam,alignments,ENCSR236YGF,ChIP-seq,UBERON:0001157,transverse colon,tissue,Homo sapiens,,,,,,,,,,CTCF-human,DNA,,,,,False,2017-08-28,ENCODE,,,,2.0,,,76.0,,,,"ENCFF010MYN, ENCFF058PBK, ENCFF099EIX, ENCFF106EPI, ENCFF240OSI, ENCFF260RWW, ENCFF350SWA, ENCFF404PSS, ENCFF408ZMK, ENCFF643CGH, ENCFF739BFN",2102781710,ENCODE Processing Pipeline,1ec77b9d62570261faca2775e13634d0,,https://www.encodeproject.org/files/ENCFF227RMY/@@download/ENCFF227RMY.bam,GRCh38,,,,released,s3://encode-public/2019/08/30/2b7eee4d-f83d-4e4d-8fe4-f13dd90b6d99/ENCFF227RMY.bam,,,,
ENCFF654QOH,bam,alignments,ENCSR236YGF,ChIP-seq,UBERON:0001157,transverse colon,tissue,Homo sapiens,,,,,,,,,,CTCF-human,DNA,,,,,False,2017-08-28,ENCODE,,,,1.0,,,76.0,,,,"ENCFF392JEM, ENCFF643CGH, ENCFF650USF, ENCFF730HKC, ENCFF837BCE",3237225185,ENCODE Processing Pipeline,59369ea940eb87e2d9cc234c473809c7,,https://www.encodeproject.org/files/ENCFF654QOH/@@download/ENCFF654QOH.bam,GRCh38,,,,released,s3://encode-public/2019/08/30/599b1ef8-6428-4c64-84ae-f777a0f58374/ENCFF654QOH.bam,,,,
ENCFF572HPL,bam,alignments,ENCSR147PYL,ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,Homo sapiens,,,,,,,,,,POLR2A-human,DNA,,,,,False,2017-04-04,ENCODE,,,,1.0,,,100.0,,,,"ENCFF356QEU, ENCFF643CGH, ENCFF759FBS",4011503797,ENCODE Processing Pipeline,7bdfced801c993e7d91f1938be6ff394,,https://www.encodeproject.org/files/ENCFF572HPL/@@download/ENCFF572HPL.bam,GRCh38,,,,released,s3://encode-public/2017/03/21/b5eb54fe-7be6-4336-90a3-4c8011f66fa5/ENCFF572HPL.bam,,,,
ENCFF840IWN,bam,alignments,ENCSR033NHF,ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,Homo sapiens,,,,,,,,,,POLR2A-human,DNA,,,,,False,2017-04-04,ENCODE,,,,1.0,,,100.0,,,,"ENCFF241CFU, ENCFF643CGH, ENCFF962IZX",4569147508,ENCODE Processing Pipeline,378286c71cb3cc0013f81ab5aa70e83f,,https://www.encodeproject.org/files/ENCFF840IWN/@@download/ENCFF840IWN.bam,GRCh38,,,,released,s3://encode-public/2017/03/21/00fa0d18-fbec-44c5-84c0-2ed7c41011f9/ENCFF840IWN.bam,,,,
ENCFF975MPZ,bam,alignments,ENCSR435OQD,ChIP-seq,EFO:0001203,MCF-7,cell line,Homo sapiens,,,,,,,,,,ZFX-human,DNA,,,,,False,2017-07-21,ENCODE,,,,1.0,,,100.0,,,,"ENCFF643CGH, ENCFF803FBH, ENCFF935CXJ",9793489857,ENCODE Processing Pipeline,4115aea30c8f7a7f2cc7d17ea6253228,,https://www.encodeproject.org/files/ENCFF975MPZ/@@download/ENCFF975MPZ.bam,GRCh38,,,,released,s3://encode-public/2017/03/23/1aa2aab7-4d7a-4966-889d-8387b10b39fa/ENCFF975MPZ.bam,,,,
ENCFF357KDK,bam,alignments,ENCSR435OQD,ChIP-seq,EFO:0001203,MCF-7,cell line,Homo sapiens,,,,,,,,,,ZFX-human,DNA,,,,,False,2017-07-21,ENCODE,,,,2.0,,,100.0,,,,"ENCFF643CGH, ENCFF855KRX, ENCFF857WNF",8706618540,ENCODE Processing Pipeline,5676e8084e680df4864335b3a464421b,,https://www.encodeproject.org/files/ENCFF357KDK/@@download/ENCFF357KDK.bam,GRCh38,,,,released,s3://encode-public/2017/03/23/4eee9ad9-bc77-453d-841f-f56c3713ef6a/ENCFF357KDK.bam,,,,
ENCFF023WDO,bam,alignments,ENCSR846JKO,ChIP-seq,UBERON:0001496,ascending aorta,tissue,Homo sapiens,,,,,,,,,,CTCF-human,DNA,,,,,False,2019-09-11,ENCODE,,,,1.0,,,76.0,,,,"ENCFF092WQF, ENCFF426WPK, ENCFF643CGH",1791678925,ENCODE Processing Pipeline,ec15c225a6b2c59c4ec56ea866879590,,https://www.encodeproject.org/files/ENCFF023WDO/@@download/ENCFF023WDO.bam,GRCh38,,,,released,s3://encode-public/2019/08/20/2ba1ad03-434e-45b9-b39b-bac7cbe3b63a/ENCFF023WDO.bam,,,,
ENCFF319TCF,bam,alignments,ENCSR000BTW,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,POLR2AphosphoS5-human,DNA,,see document,see document,,False,2012-09-10,ENCODE,,,,2.0,,,50.0,,,,"ENCFF000OXD, ENCFF643CGH",1155405653,ENCODE Processing Pipeline,1ffaf62e02d79070e7341d1113e0bf2a,,https://www.encodeproject.org/files/ENCFF319TCF/@@download/ENCFF319TCF.bam,GRCh38,,,,released,s3://encode-public/2017/06/16/6ae61246-0099-4d40-95cf-bd60a31b6148/ENCFF319TCF.bam,,,,
ENCFF372IRO,bam,alignments,ENCSR000BTW,ChIP-seq,CL:0002319,neural cell,in vitro differentiated cells,Homo sapiens,,,,,,,,,,POLR2AphosphoS5-human,DNA,,see document,see document,,False,2012-09-10,ENCODE,,,,1.0,,,50.0,,,,"ENCFF000OXG, ENCFF643CGH",1405544549,ENCODE Processing Pipeline,1eaa3b39bb0e72f314493ac0a9e0eca4,,https://www.encodeproject.org/files/ENCFF372IRO/@@download/ENCFF372IRO.bam,GRCh38,,,,released,s3://encode-public/2017/06/16/f17eb6fc-d416-459c-9c77-8b916b8a9ce3/ENCFF372IRO.bam,,,,
ENCFF759IRG,bam,alignments,ENCSR000BQW,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,MBD4-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,1.0,,,36.0,,,,"ENCFF000PLF, ENCFF643CGH",1049326121,ENCODE Processing Pipeline,154cd3a3d526356fa3b80df063e6b050,,https://www.encodeproject.org/files/ENCFF759IRG/@@download/ENCFF759IRG.bam,GRCh38,,,,released,s3://encode-public/2016/12/11/baf12113-d52e-4152-a346-651ba7075c41/ENCFF759IRG.bam,,,,
ENCFF549KFG,bam,alignments,ENCSR000BQW,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,MBD4-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,2.0,,,36.0,,,,"ENCFF000PLH, ENCFF643CGH",1406857964,ENCODE Processing Pipeline,bef18009d31df20dd2ce24eca57a8dfe,,https://www.encodeproject.org/files/ENCFF549KFG/@@download/ENCFF549KFG.bam,GRCh38,,,,released,s3://encode-public/2016/12/11/ad6b0fb3-b2eb-467b-8cdb-6048c358cf35/ENCFF549KFG.bam,,,,
ENCFF754AZB,bam,alignments,ENCSR756URL,ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,Homo sapiens,,,,,,,,,,CTCF-human,DNA,,,,,False,2017-08-28,ENCODE,,,,1.0,,,76.0,,,,"ENCFF442EWW, ENCFF604ERM, ENCFF643CGH, ENCFF735URH, ENCFF972JNT",3689150405,ENCODE Processing Pipeline,e01582782b246120ca0595e1681ac420,,https://www.encodeproject.org/files/ENCFF754AZB/@@download/ENCFF754AZB.bam,GRCh38,,,,released,s3://encode-public/2019/09/03/c2a826f8-421e-403a-a29a-987d0e71f375/ENCFF754AZB.bam,,,,
ENCFF303ICH,bam,alignments,ENCSR200JYP,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZNF316-human,DNA,,,,,False,2017-02-03,ENCODE,,,,1.0,,,100.0,,,,"ENCFF121HAM, ENCFF643CGH, ENCFF890FRG",3261635285,ENCODE Processing Pipeline,fc0a6acf42e743fe899246a015e5b42a,,https://www.encodeproject.org/files/ENCFF303ICH/@@download/ENCFF303ICH.bam,GRCh38,,,,released,s3://encode-public/2016/10/27/442c4790-4b61-4846-9e27-136f6b77b765/ENCFF303ICH.bam,,,,
ENCFF041ZVD,bam,alignments,ENCSR200JYP,ChIP-seq,EFO:0002067,K562,cell line,Homo sapiens,,,,,,,,,,ZNF316-human,DNA,,,,,False,2017-02-03,ENCODE,,,,2.0,,,100.0,,,,"ENCFF308CZX, ENCFF643CGH, ENCFF786NXV",5821059847,ENCODE Processing Pipeline,974920a13b6d0f209b21a1e326edbb5b,,https://www.encodeproject.org/files/ENCFF041ZVD/@@download/ENCFF041ZVD.bam,GRCh38,,,,released,s3://encode-public/2016/10/27/7b75eed4-1eda-4ba4-b33b-a223424b3669/ENCFF041ZVD.bam,,,,
ENCFF172UCO,bam,alignments,ENCSR506HXN,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,TRIM22-human,DNA,,,,,False,2017-01-27,ENCODE,,,,1.0,,,100.0,,,,"ENCFF110BCH, ENCFF115KHD, ENCFF643CGH",5127202841,ENCODE Processing Pipeline,7051f69358a927fad21027998e7aa319,,https://www.encodeproject.org/files/ENCFF172UCO/@@download/ENCFF172UCO.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/3b83b817-5d7a-4d2d-9e21-38b38d928524/ENCFF172UCO.bam,,,,
ENCFF107HRF,bam,alignments,ENCSR506HXN,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,TRIM22-human,DNA,,,,,False,2017-01-27,ENCODE,,,,2.0,,,100.0,,,,"ENCFF156BTH, ENCFF521TTL, ENCFF643CGH",5532411663,ENCODE Processing Pipeline,ce21ccc53fa352e89224b2eadabd57c6,,https://www.encodeproject.org/files/ENCFF107HRF/@@download/ENCFF107HRF.bam,GRCh38,,,,released,s3://encode-public/2016/10/09/473ad36d-6667-4d2f-97f9-554b021ad54d/ENCFF107HRF.bam,,,,
ENCFF520BHR,bam,alignments,ENCSR000BQX,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,NFIC-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,2.0,,,36.0,,,,"ENCFF000PMB, ENCFF643CGH",861262966,ENCODE Processing Pipeline,dab428ae2533954fca51f72976495652,,https://www.encodeproject.org/files/ENCFF520BHR/@@download/ENCFF520BHR.bam,GRCh38,,,,released,s3://encode-public/2016/12/10/18bdd032-1621-4d0d-a9f2-c3697fc341c3/ENCFF520BHR.bam,,,,
ENCFF016SOS,bam,alignments,ENCSR000BQX,ChIP-seq,EFO:0001187,HepG2,cell line,Homo sapiens,,,,,,,,,,NFIC-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,1.0,,,36.0,,,,"ENCFF000PLW, ENCFF643CGH",1085472412,ENCODE Processing Pipeline,2e1cad8ae2e0b881d34150ec649f21fc,,https://www.encodeproject.org/files/ENCFF016SOS/@@download/ENCFF016SOS.bam,GRCh38,,,,released,s3://encode-public/2016/12/10/076378d8-a2b3-4e8e-9af4-b78522d34f41/ENCFF016SOS.bam,,,,
ENCFF494RSA,bam,alignments,ENCSR000BPC,ChIP-seq,EFO:0005234,PFSK-1,cell line,Homo sapiens,,,,,,,,,,POLR2AphosphoS5-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,1.0,,,36.0,,,,"ENCFF000QVH, ENCFF643CGH",653576806,ENCODE Processing Pipeline,f2cb94a9f27e7eec4db483a57efd0643,,https://www.encodeproject.org/files/ENCFF494RSA/@@download/ENCFF494RSA.bam,GRCh38,,,,released,s3://encode-public/2016/12/11/d333e470-ebeb-4760-aaeb-714e48c4b86e/ENCFF494RSA.bam,,,,
ENCFF832DKY,bam,alignments,ENCSR000BPC,ChIP-seq,EFO:0005234,PFSK-1,cell line,Homo sapiens,,,,,,,,,,POLR2AphosphoS5-human,DNA,,see document,see document,,False,2012-02-29,ENCODE,,,,2.0,,,36.0,,,,"ENCFF000QVL, ENCFF643CGH",543248639,ENCODE Processing Pipeline,b7d8e73dfda4bda772afaa768492795c,,https://www.encodeproject.org/files/ENCFF832DKY/@@download/ENCFF832DKY.bam,GRCh38,,,,released,s3://encode-public/2016/12/11/59db67b1-5e08-4660-a027-539b6423de18/ENCFF832DKY.bam,,,,
