File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF793MTP	bam	unfiltered alignments	ENCSR000DTT	ChIP-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001FJL, ENCFF807MUK	1449168928	ENCODE Processing Pipeline	bd0ce7eb01d6d04076fca81cbfcd4d4a		https://www.encodeproject.org/files/ENCFF793MTP/@@download/ENCFF793MTP.bam	hg19				released	s3://encode-public/2017/04/04/0a7e9670-3b7c-4d72-a365-2feaf603a2e9/ENCFF793MTP.bam				
ENCFF982EZA	bam	unfiltered alignments	ENCSR000DTT	ChIP-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001FJM, ENCFF807MUK	1360470337	ENCODE Processing Pipeline	5c6d1c92e4def78335475f0ca340f09f		https://www.encodeproject.org/files/ENCFF982EZA/@@download/ENCFF982EZA.bam	hg19				released	s3://encode-public/2017/04/04/43c3255e-bfcd-4649-ad77-41732ea62e5e/ENCFF982EZA.bam				
ENCFF519BSD	bam	alignments	ENCSR000DTT	ChIP-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001FJM, ENCFF807MUK	918705862	ENCODE Processing Pipeline	63daa04f8254b23b1e28f5ddd36a6d03		https://www.encodeproject.org/files/ENCFF519BSD/@@download/ENCFF519BSD.bam	hg19				released	s3://encode-public/2017/04/04/8f214abc-114e-465a-b4e0-11096d26b17b/ENCFF519BSD.bam				
ENCFF275LFR	bam	alignments	ENCSR000DTT	ChIP-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001FJL, ENCFF807MUK	987263300	ENCODE Processing Pipeline	ffb0c139a6afadaf9d347f1b7f6d3910		https://www.encodeproject.org/files/ENCFF275LFR/@@download/ENCFF275LFR.bam	hg19				released	s3://encode-public/2017/04/04/555f0aef-ea91-4c77-a0ea-cac3fee97754/ENCFF275LFR.bam				
ENCFF825ZGY	bam	redacted unfiltered alignments	ENCSR327XTS	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF528AHN, ENCFF643CGH, ENCFF840TPB	364669396	ENCODE Processing Pipeline	033e1c15365e502e3aed8c3c45220878		https://www.encodeproject.org/files/ENCFF825ZGY/@@download/ENCFF825ZGY.bam	GRCh38				released	s3://encode-public/2018/01/18/d7a727c7-61ab-405d-b4c5-cf9bb348af44/ENCFF825ZGY.bam				
ENCFF394IFM	bam	redacted alignments	ENCSR327XTS	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF528AHN, ENCFF643CGH, ENCFF840TPB	238996145	ENCODE Processing Pipeline	85c38a5e517d847b02cfd14053e51954		https://www.encodeproject.org/files/ENCFF394IFM/@@download/ENCFF394IFM.bam	GRCh38				released	s3://encode-public/2018/01/18/5b5f14d2-8024-4c4a-895d-a3e1277c46c7/ENCFF394IFM.bam				
ENCFF957UTG	bam	redacted unfiltered alignments	ENCSR327XTS	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF528AHN, ENCFF807MUK, ENCFF840TPB	361961909	ENCODE Processing Pipeline	3689130a57ef4a33fd83998b666f684d		https://www.encodeproject.org/files/ENCFF957UTG/@@download/ENCFF957UTG.bam	hg19				released	s3://encode-public/2018/01/19/70d08ddc-8607-46dd-b704-e9fac4cafdf9/ENCFF957UTG.bam				
ENCFF211FHP	bam	redacted alignments	ENCSR327XTS	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF528AHN, ENCFF807MUK, ENCFF840TPB	239090916	ENCODE Processing Pipeline	628058c8e249239bc5819684cd1d34a2		https://www.encodeproject.org/files/ENCFF211FHP/@@download/ENCFF211FHP.bam	hg19				released	s3://encode-public/2018/01/19/22372529-b92b-4d19-bbbf-203d50f8e7bb/ENCFF211FHP.bam				
ENCFF437GOF	bam	redacted alignments	ENCSR097PJQ	ChIP-seq	UBERON:0007106	chorionic villus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1			75				ENCFF017TBA, ENCFF643CGH, ENCFF698QRV	129219492	ENCODE Processing Pipeline	971e68e948efadcb13a2a77e5c37c6b4		https://www.encodeproject.org/files/ENCFF437GOF/@@download/ENCFF437GOF.bam	GRCh38				released	s3://encode-public/2017/11/09/c111665d-44af-4a6f-b591-0064fd239110/ENCFF437GOF.bam				
ENCFF935DOL	bam	redacted unfiltered alignments	ENCSR097PJQ	ChIP-seq	UBERON:0007106	chorionic villus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1			75				ENCFF017TBA, ENCFF643CGH, ENCFF698QRV	249232192	ENCODE Processing Pipeline	be280cbb592039f319b4c712b826a60e		https://www.encodeproject.org/files/ENCFF935DOL/@@download/ENCFF935DOL.bam	GRCh38				released	s3://encode-public/2017/11/09/7b47c2ee-8931-4244-8c88-9c00ad49a761/ENCFF935DOL.bam				
ENCFF002ZSZ	bam	redacted unfiltered alignments	ENCSR097PJQ	ChIP-seq	UBERON:0007106	chorionic villus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1			75				ENCFF017TBA, ENCFF698QRV, ENCFF807MUK	246941874	ENCODE Processing Pipeline	75843c71fbd68d8d18eec7795ca9df95		https://www.encodeproject.org/files/ENCFF002ZSZ/@@download/ENCFF002ZSZ.bam	hg19				released	s3://encode-public/2018/01/20/631e9816-e375-47e4-9827-55109aba8674/ENCFF002ZSZ.bam				
ENCFF399KSM	bam	redacted alignments	ENCSR097PJQ	ChIP-seq	UBERON:0007106	chorionic villus	tissue	Homo sapiens										H3K4me3-human	DNA					False	2013-07-31	Roadmap				1			75				ENCFF017TBA, ENCFF698QRV, ENCFF807MUK	129140074	ENCODE Processing Pipeline	8db6c2e26f57d9081df5e9bf3a3cc7ff		https://www.encodeproject.org/files/ENCFF399KSM/@@download/ENCFF399KSM.bam	hg19				released	s3://encode-public/2018/01/20/12643d27-0af7-433d-9a03-ae21856d45ea/ENCFF399KSM.bam				
ENCFF264TZR	bam	unfiltered alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF687YAV, ENCFF807MUK	1597764951	ENCODE Processing Pipeline	91c5666a9d36f874784baa2c13c65ebf		https://www.encodeproject.org/files/ENCFF264TZR/@@download/ENCFF264TZR.bam	hg19				released	s3://encode-public/2016/12/19/02d9c14a-bde9-4a30-a77e-aca1e71f704d/ENCFF264TZR.bam				
ENCFF839URL	bam	alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF687YAV, ENCFF807MUK	977452910	ENCODE Processing Pipeline	032cdc6579c5d35f96b43c2290b350ac		https://www.encodeproject.org/files/ENCFF839URL/@@download/ENCFF839URL.bam	hg19				released	s3://encode-public/2016/12/19/41e9fc70-1ca8-442a-8907-0fc50eb680a3/ENCFF839URL.bam				
ENCFF115WHA	bam	unfiltered alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF643CGH, ENCFF687YAV	1599558024	ENCODE Processing Pipeline	c2ae66e9606e5a90439caeb3b440622b		https://www.encodeproject.org/files/ENCFF115WHA/@@download/ENCFF115WHA.bam	GRCh38				released	s3://encode-public/2016/12/19/d4bd1ef8-57a4-4bdf-abf9-80607422ed0c/ENCFF115WHA.bam				
ENCFF907DEI	bam	alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF643CGH, ENCFF687YAV	976488055	ENCODE Processing Pipeline	a1be14386e54700db73d6733a96f9070		https://www.encodeproject.org/files/ENCFF907DEI/@@download/ENCFF907DEI.bam	GRCh38				released	s3://encode-public/2016/12/19/59bb2ce9-31e9-4ced-9639-cf0756713aa3/ENCFF907DEI.bam				
ENCFF909OON	bam	unfiltered alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF643CGH	1641230342	ENCODE Processing Pipeline	76eb611fb371d511b6d260c5c297e931		https://www.encodeproject.org/files/ENCFF909OON/@@download/ENCFF909OON.bam	GRCh38				released	s3://encode-public/2016/12/19/fcf86358-5f54-41a4-8296-81ca486a9755/ENCFF909OON.bam				
ENCFF331ZGX	bam	unfiltered alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF807MUK	1639165584	ENCODE Processing Pipeline	0b8e7e5a957251de5cfb9d6ef7bed1f1		https://www.encodeproject.org/files/ENCFF331ZGX/@@download/ENCFF331ZGX.bam	hg19				released	s3://encode-public/2016/12/19/b7e45e18-ea3f-4d7b-9077-0927a6f85318/ENCFF331ZGX.bam				
ENCFF009LWT	bam	alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF643CGH	819373225	ENCODE Processing Pipeline	6d5af3f01f078f168736a819cd172370		https://www.encodeproject.org/files/ENCFF009LWT/@@download/ENCFF009LWT.bam	GRCh38				released	s3://encode-public/2016/12/19/e2e4798b-f4e5-4664-a52b-b7d3a2cf5f98/ENCFF009LWT.bam				
ENCFF473RVS	bam	alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF807MUK	820191093	ENCODE Processing Pipeline	e01e1e5f3de935de20d44f271adcbc3c		https://www.encodeproject.org/files/ENCFF473RVS/@@download/ENCFF473RVS.bam	hg19				released	s3://encode-public/2016/12/19/0ea6a7c2-be1f-4a1d-b311-28cad719995c/ENCFF473RVS.bam				
ENCFF772BNI	bam	alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF643CGH	819373229	ENCODE Processing Pipeline	4c7b01bc3a396a945a0640314e9d9c84		https://www.encodeproject.org/files/ENCFF772BNI/@@download/ENCFF772BNI.bam	GRCh38				released	s3://encode-public/2017/02/21/3a87cee6-084a-4032-935f-de98c0848e0e/ENCFF772BNI.bam				
ENCFF576LAF	bam	unfiltered alignments	ENCSR634IIF	ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF288GYF, ENCFF643CGH	1641230347	ENCODE Processing Pipeline	d133f0d902175b15b00b221baf07d9ed		https://www.encodeproject.org/files/ENCFF576LAF/@@download/ENCFF576LAF.bam	GRCh38				released	s3://encode-public/2017/02/21/2ba408b7-8730-4e21-ae6f-de71faccfa4e/ENCFF576LAF.bam				
ENCFF971RRF	bam	alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF202IOF, ENCFF412DSE, ENCFF477OZW, ENCFF733DBF, ENCFF807MUK, ENCFF891IIZ	1160108128	ENCODE Processing Pipeline	8d36c2ea51ee3cca3761632578a5e681		https://www.encodeproject.org/files/ENCFF971RRF/@@download/ENCFF971RRF.bam	hg19				released	s3://encode-public/2017/02/08/a7dbe6dd-008c-4fa1-84d3-a6ea75b8efc0/ENCFF971RRF.bam				
ENCFF752QKS	bam	unfiltered alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF202IOF, ENCFF412DSE, ENCFF477OZW, ENCFF733DBF, ENCFF807MUK, ENCFF891IIZ	2162254767	ENCODE Processing Pipeline	1a0d945faa0a84636a9af296e64a0d0d		https://www.encodeproject.org/files/ENCFF752QKS/@@download/ENCFF752QKS.bam	hg19				released	s3://encode-public/2017/02/08/90553814-f0a3-4456-8e52-d6889483d938/ENCFF752QKS.bam				
ENCFF921DLN	bam	unfiltered alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF202IOF, ENCFF412DSE, ENCFF477OZW, ENCFF643CGH, ENCFF733DBF, ENCFF891IIZ	2198191043	ENCODE Processing Pipeline	42d84735aed13501eb0b7db223317634		https://www.encodeproject.org/files/ENCFF921DLN/@@download/ENCFF921DLN.bam	GRCh38				released	s3://encode-public/2017/02/08/f64c671d-84eb-4d9f-9712-5e61a31f5d90/ENCFF921DLN.bam				
ENCFF347EDU	bam	alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF202IOF, ENCFF412DSE, ENCFF477OZW, ENCFF643CGH, ENCFF733DBF, ENCFF891IIZ	1160487317	ENCODE Processing Pipeline	120c3ac7b5c239fbf257a5344c27a580		https://www.encodeproject.org/files/ENCFF347EDU/@@download/ENCFF347EDU.bam	GRCh38				released	s3://encode-public/2017/02/08/9fd7c261-579a-44e1-a99e-1845f2b5f027/ENCFF347EDU.bam				
ENCFF413HWB	bam	unfiltered alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF176LML, ENCFF290MVL, ENCFF461TKP, ENCFF643CGH, ENCFF719OJI, ENCFF855KTY	2508959475	ENCODE Processing Pipeline	56f1eaffb96a8ffbbd73d76402f2873e		https://www.encodeproject.org/files/ENCFF413HWB/@@download/ENCFF413HWB.bam	GRCh38				released	s3://encode-public/2017/02/08/8d265318-e87e-415e-8c52-fd76dfd075e8/ENCFF413HWB.bam				
ENCFF037SPD	bam	unfiltered alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF176LML, ENCFF290MVL, ENCFF461TKP, ENCFF719OJI, ENCFF807MUK, ENCFF855KTY	2469145494	ENCODE Processing Pipeline	20432e78802f6a715a4a71cd193ee542		https://www.encodeproject.org/files/ENCFF037SPD/@@download/ENCFF037SPD.bam	hg19				released	s3://encode-public/2017/02/08/a1107faf-7ad5-44d3-877e-a1e3cb8ec2f6/ENCFF037SPD.bam				
ENCFF114UOJ	bam	alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF176LML, ENCFF290MVL, ENCFF461TKP, ENCFF719OJI, ENCFF807MUK, ENCFF855KTY	1170099104	ENCODE Processing Pipeline	650ee5ffe8dabfd245f48a8beb717a83		https://www.encodeproject.org/files/ENCFF114UOJ/@@download/ENCFF114UOJ.bam	hg19				released	s3://encode-public/2017/02/08/ecfe48c2-861c-45e4-a21a-1dc6edf1fa24/ENCFF114UOJ.bam				
ENCFF937ZPT	bam	alignments	ENCSR446ZCY	ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2			36				ENCFF176LML, ENCFF290MVL, ENCFF461TKP, ENCFF643CGH, ENCFF719OJI, ENCFF855KTY	1170474935	ENCODE Processing Pipeline	048aad721d31034a1c3a89028d7ae05c		https://www.encodeproject.org/files/ENCFF937ZPT/@@download/ENCFF937ZPT.bam	GRCh38				released	s3://encode-public/2017/02/08/10cbd53b-d5a8-4a08-92c4-372b97d3dd0b/ENCFF937ZPT.bam				
ENCFF128IEL	bam	redacted unfiltered alignments	ENCSR953GFW	ChIP-seq	UBERON:0018112	rectal smooth muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF458BBY, ENCFF643CGH	522427121	ENCODE Processing Pipeline	3ab224fb913ff4cd033ce6a79bb63b09		https://www.encodeproject.org/files/ENCFF128IEL/@@download/ENCFF128IEL.bam	GRCh38				released	s3://encode-public/2018/01/19/0d0afd53-8fad-468b-adda-3268809b1398/ENCFF128IEL.bam				
ENCFF790MJP	bam	redacted unfiltered alignments	ENCSR953GFW	ChIP-seq	UBERON:0018112	rectal smooth muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF458BBY, ENCFF807MUK	517242140	ENCODE Processing Pipeline	b497d4420cf83b7bbeb62939729a2048		https://www.encodeproject.org/files/ENCFF790MJP/@@download/ENCFF790MJP.bam	hg19				released	s3://encode-public/2018/01/19/c8cbd2a7-cd58-4a5e-afa2-624fec4a347b/ENCFF790MJP.bam				
ENCFF478CKF	bam	redacted alignments	ENCSR953GFW	ChIP-seq	UBERON:0018112	rectal smooth muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF458BBY, ENCFF807MUK	339315533	ENCODE Processing Pipeline	94a4465d4149f746bb009efebc1847fa		https://www.encodeproject.org/files/ENCFF478CKF/@@download/ENCFF478CKF.bam	hg19				released	s3://encode-public/2018/01/19/b2071bd5-6b83-4791-ab5b-5d9b3b7f8fc6/ENCFF478CKF.bam				
ENCFF581YUX	bam	redacted alignments	ENCSR953GFW	ChIP-seq	UBERON:0018112	rectal smooth muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF458BBY, ENCFF643CGH	339284882	ENCODE Processing Pipeline	1d8c122b882ee399a0d8eea80714aea9		https://www.encodeproject.org/files/ENCFF581YUX/@@download/ENCFF581YUX.bam	GRCh38				released	s3://encode-public/2018/01/19/d7e42d44-a19a-43be-b796-9bdd06dd01a2/ENCFF581YUX.bam				
ENCFF150PCH	bam	unfiltered alignments	ENCSR743DDX	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF061QOM, ENCFF358COO, ENCFF807MUK	1944976100	ENCODE Processing Pipeline	c90edfd6ed784ee27b391b5402f19fa2		https://www.encodeproject.org/files/ENCFF150PCH/@@download/ENCFF150PCH.bam	hg19				released	s3://encode-public/2016/12/19/d4d2f8e3-6cc8-4fc9-9349-b1ec1b95bec5/ENCFF150PCH.bam				
ENCFF500MUS	bam	unfiltered alignments	ENCSR743DDX	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA		see document			False	2013-07-31	Roadmap				1			36				ENCFF061QOM, ENCFF358COO, ENCFF643CGH	1947949332	ENCODE Processing Pipeline	c5e37f8dac5d76101c5b32feeaa9417a		https://www.encodeproject.org/files/ENCFF500MUS/@@download/ENCFF500MUS.bam	GRCh38				released	s3://encode-public/2016/12/19/0a139cac-1158-4b9d-b31e-478fe8db0699/ENCFF500MUS.bam				
