File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF431ASI	bam	alignments	ENCSR944FLL	RNA-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF158OUQ, ENCFF214MGP	16938677099	ENCODE Processing Pipeline	49e6411b47d3d69361c519d0bcdcdb99		https://www.encodeproject.org/files/ENCFF431ASI/@@download/ENCFF431ASI.bam	hg19	V19			released	s3://encode-public/2017/05/15/b48015fc-a8db-4e30-9735-7372ea037efd/ENCFF431ASI.bam				
ENCFF622DRW	bam	transcriptome alignments	ENCSR944FLL	RNA-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF158OUQ, ENCFF214MGP	21744516378	ENCODE Processing Pipeline	7630b60d2f52801578737be6be5e87be		https://www.encodeproject.org/files/ENCFF622DRW/@@download/ENCFF622DRW.bam	hg19	V19			released	s3://encode-public/2017/05/15/0d6d6636-834a-4046-8e7d-b0dc515b7410/ENCFF622DRW.bam				
ENCFF000FGU	bam	alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH	10635790831	Thomas Gingeras, CSHL	350490d4a0accd1d6746fb0ef32559f7		https://www.encodeproject.org/files/ENCFF000FGU/@@download/ENCFF000FGU.bam	hg19				archived	s3://encode-public/2011/07/13/cebb3863-a3b1-42a2-a045-38e4ca28f79b/ENCFF000FGU.bam				
ENCFF374MZX	bam	alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH	14888040958	Anshul Kundaje, Stanford	97e5da50b04a9886215d8468f8b8aff6		https://www.encodeproject.org/files/ENCFF374MZX/@@download/ENCFF374MZX.bam	GRCh38				archived	s3://encode-public/2016/06/08/9a743497-a48c-429b-a6d7-0a89cd19b43c/ENCFF374MZX.bam				
ENCFF541ZBT	bam	alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH, ENCFF742NER	15871949052	ENCODE Processing Pipeline	011b2cc692944d3b652116985ad0e330		https://www.encodeproject.org/files/ENCFF541ZBT/@@download/ENCFF541ZBT.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/84756f07-1074-40a8-9c1f-50387eea7dac/ENCFF541ZBT.bam				
ENCFF438UMJ	bam	transcriptome alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH, ENCFF742NER	18153303794	ENCODE Processing Pipeline	9ba9f18372c8b3916cfad9cceb66ed45		https://www.encodeproject.org/files/ENCFF438UMJ/@@download/ENCFF438UMJ.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/3557496a-7c96-4210-90d0-8423ac238a67/ENCFF438UMJ.bam				
ENCFF555UVP	bam	alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH, ENCFF069ZCO	14092757490	ENCODE Processing Pipeline	43db6f284b4bc38acc2481984a253a17		https://www.encodeproject.org/files/ENCFF555UVP/@@download/ENCFF555UVP.bam	hg19	V19			released	s3://encode-public/2016/10/12/d79de12c-2330-4c0f-bfe1-5574bc8f2b5a/ENCFF555UVP.bam				
ENCFF053AJX	bam	transcriptome alignments	ENCSR000COV	RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000FHG, ENCFF000FHH, ENCFF069ZCO	18085033554	ENCODE Processing Pipeline	a24681c56c96d38656c075509b2a8b7d		https://www.encodeproject.org/files/ENCFF053AJX/@@download/ENCFF053AJX.bam	hg19	V19			released	s3://encode-public/2016/10/12/eee771b5-3701-449a-af4a-9ff179172d59/ENCFF053AJX.bam				
ENCFF000GRC	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB	9057563952	Thomas Gingeras, CSHL	fbcd4ec3baa483a3517b6c60adeaf5b7		https://www.encodeproject.org/files/ENCFF000GRC/@@download/ENCFF000GRC.bam	hg19				archived	s3://encode-public/2011/07/13/e079d1bc-2e84-4fca-8ee7-49cd67f062f4/ENCFF000GRC.bam				
ENCFF000GRD	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA	11552183663	Thomas Gingeras, CSHL	f7d81fc8b284e78252739950d0fc82de		https://www.encodeproject.org/files/ENCFF000GRD/@@download/ENCFF000GRD.bam	hg19				archived	s3://encode-public/2011/07/13/813f4684-1840-4565-8808-7d858a69a988/ENCFF000GRD.bam				
ENCFF519BZF	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB, ENCFF515BAC	9929319845	ENCODE Processing Pipeline	727bec039282aeb6ebbb9bbbcc6466de		https://www.encodeproject.org/files/ENCFF519BZF/@@download/ENCFF519BZF.bam	hg19	V19			released	s3://encode-public/2015/06/24/3458a101-454a-42ff-99d3-a5857b19514c/ENCFF519BZF.bam				
ENCFF501XBK	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA, ENCFF515BAC	12553847116	ENCODE Processing Pipeline	96223ecf7ea71b7a2f0e585cfbbda373		https://www.encodeproject.org/files/ENCFF501XBK/@@download/ENCFF501XBK.bam	hg19	V19			released	s3://encode-public/2015/06/24/77c82c24-116f-4602-9af0-fc011129fda3/ENCFF501XBK.bam				
ENCFF611KMS	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB, ENCFF069ZCO	11998627177	ENCODE Processing Pipeline	8008e1b38bba1728b86c200a417c2891		https://www.encodeproject.org/files/ENCFF611KMS/@@download/ENCFF611KMS.bam	hg19	V19			released	s3://encode-public/2015/06/24/2d2067aa-039a-41cc-820f-4630fc688be1/ENCFF611KMS.bam				
ENCFF113ZIX	bam	transcriptome alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB, ENCFF069ZCO	16094070852	ENCODE Processing Pipeline	f7709cdd8c4f8b99c04c7d078874af17		https://www.encodeproject.org/files/ENCFF113ZIX/@@download/ENCFF113ZIX.bam	hg19	V19			released	s3://encode-public/2015/06/24/bf3ee604-cc1c-479e-a207-1d823b819da9/ENCFF113ZIX.bam				
ENCFF331HES	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA, ENCFF069ZCO	15059862678	ENCODE Processing Pipeline	bdc912410ea63fa1b3c2011ae7bea50c		https://www.encodeproject.org/files/ENCFF331HES/@@download/ENCFF331HES.bam	hg19	V19			released	s3://encode-public/2015/06/24/ee42ab9a-66aa-4719-9e71-d9d02a3fbfe9/ENCFF331HES.bam				
ENCFF903YMR	bam	transcriptome alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA, ENCFF069ZCO	19866017514	ENCODE Processing Pipeline	623279493f1449caa9bdd5adb908bba0		https://www.encodeproject.org/files/ENCFF903YMR/@@download/ENCFF903YMR.bam	hg19	V19			released	s3://encode-public/2015/06/24/01681e11-c82c-47ac-ac9c-cb11da2b6050/ENCFF903YMR.bam				
ENCFF381QSM	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB, ENCFF742NER	13034998883	ENCODE Processing Pipeline	98ffd6c590604503dc13495197f27719		https://www.encodeproject.org/files/ENCFF381QSM/@@download/ENCFF381QSM.bam	GRCh38	V24			released	s3://encode-public/2016/02/29/c07c9b53-3d8d-4daf-957c-24cbe5cde968/ENCFF381QSM.bam				
ENCFF985RUX	bam	transcriptome alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB, ENCFF742NER	16025807781	ENCODE Processing Pipeline	f03205067f9c09f631fdacb972886995		https://www.encodeproject.org/files/ENCFF985RUX/@@download/ENCFF985RUX.bam	GRCh38	V24			released	s3://encode-public/2016/02/29/2d9cd59c-8f9b-4750-a36e-d7404e1db782/ENCFF985RUX.bam				
ENCFF844OIL	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA, ENCFF742NER	17124990971	ENCODE Processing Pipeline	c040a069e49b9f415833e5e778330e06		https://www.encodeproject.org/files/ENCFF844OIL/@@download/ENCFF844OIL.bam	GRCh38	V24			released	s3://encode-public/2016/02/29/42cd00eb-7dcd-4afc-a613-822a628cdd8e/ENCFF844OIL.bam				
ENCFF931FXT	bam	transcriptome alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA, ENCFF742NER	19731286627	ENCODE Processing Pipeline	26694aa7350a693452f097818e04d3d5		https://www.encodeproject.org/files/ENCFF931FXT/@@download/ENCFF931FXT.bam	GRCh38	V24			released	s3://encode-public/2016/02/29/76b626d1-13bb-438a-b112-d7367a173a32/ENCFF931FXT.bam				
ENCFF558WCX	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GRN, ENCFF000GSB	12036657355	Anshul Kundaje, Stanford	115545697007e5d3b495af2e8ebf01e2		https://www.encodeproject.org/files/ENCFF558WCX/@@download/ENCFF558WCX.bam	GRCh38				archived	s3://encode-public/2016/06/08/9abcb0d5-11d1-4ca9-aa8f-439a02647411/ENCFF558WCX.bam				
ENCFF007PYD	bam	alignments	ENCSR000COZ	RNA-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GSA, ENCFF000GTA	15852947787	Anshul Kundaje, Stanford	1688522767418e3c46f80166e926ff75		https://www.encodeproject.org/files/ENCFF007PYD/@@download/ENCFF007PYD.bam	GRCh38				archived	s3://encode-public/2016/06/08/5c54b12a-f31f-4362-8b4f-7d132677ecf9/ENCFF007PYD.bam				
ENCFF099XJY	bam	alignments	ENCSR738PHQ	RNA-seq	EFO:0007089	HUES64	cell line	Homo sapiens											polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF072CLJ, ENCFF506VGO, ENCFF583QOX, ENCFF595JPI, ENCFF602SEQ, ENCFF616DWR, ENCFF742NER	64232394333	ENCODE Processing Pipeline	201aff8dc921b0efbcda1a59004c0216		https://www.encodeproject.org/files/ENCFF099XJY/@@download/ENCFF099XJY.bam	GRCh38	V24			released	s3://encode-public/2018/01/18/5c951f6d-87e6-410c-8ffe-754f20c22841/ENCFF099XJY.bam				
ENCFF204QGR	bam	transcriptome alignments	ENCSR738PHQ	RNA-seq	EFO:0007089	HUES64	cell line	Homo sapiens											polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF072CLJ, ENCFF506VGO, ENCFF583QOX, ENCFF595JPI, ENCFF602SEQ, ENCFF616DWR, ENCFF742NER	8635539401	ENCODE Processing Pipeline	f6b877eb68de13a21c3bcbe2492f181e		https://www.encodeproject.org/files/ENCFF204QGR/@@download/ENCFF204QGR.bam	GRCh38	V24			released	s3://encode-public/2018/01/18/9ab39a41-0970-4a9d-88da-b3d0ad06c461/ENCFF204QGR.bam				
ENCFF611ZAO	bam	alignments	ENCSR738PHQ	RNA-seq	EFO:0007089	HUES64	cell line	Homo sapiens											polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF072CLJ, ENCFF506VGO, ENCFF583QOX, ENCFF595JPI, ENCFF602SEQ, ENCFF616DWR	15946812126	ENCODE Processing Pipeline	ed24488fe84a3895d77f75f721ad5afb		https://www.encodeproject.org/files/ENCFF611ZAO/@@download/ENCFF611ZAO.bam	hg19	V19			released	s3://encode-public/2018/01/19/f2f8d4bf-aec6-42db-aa14-8001c2977742/ENCFF611ZAO.bam				
ENCFF906PJB	bam	transcriptome alignments	ENCSR738PHQ	RNA-seq	EFO:0007089	HUES64	cell line	Homo sapiens											polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF072CLJ, ENCFF506VGO, ENCFF583QOX, ENCFF595JPI, ENCFF602SEQ, ENCFF616DWR	9592839174	ENCODE Processing Pipeline	cc08f4875c37720c9f9cc470b7ca2caa		https://www.encodeproject.org/files/ENCFF906PJB/@@download/ENCFF906PJB.bam	hg19	V19			released	s3://encode-public/2018/01/19/f1e62f1d-29cd-4f11-a27b-1ae65af8ed17/ENCFF906PJB.bam				
ENCFF000FZT	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GAH, ENCFF000GAS	9720820993	Thomas Gingeras, CSHL	d536759e33b5fcc0aa401eef92ddffa0		https://www.encodeproject.org/files/ENCFF000FZT/@@download/ENCFF000FZT.bam	hg19				archived	s3://encode-public/2011/07/13/9786064a-e763-4bd4-afef-9e652982a3e1/ENCFF000FZT.bam				
ENCFF000FZU	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT	11636983335	Thomas Gingeras, CSHL	8f2301473a5ab2167df14f49001bf426		https://www.encodeproject.org/files/ENCFF000FZU/@@download/ENCFF000FZU.bam	hg19				archived	s3://encode-public/2011/07/13/2fb05595-85fd-4ac6-af39-d229bbf04564/ENCFF000FZU.bam				
ENCFF248OHY	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT	16343502192	Anshul Kundaje, Stanford	529236cabfc0ff243a8c262e3227db1b		https://www.encodeproject.org/files/ENCFF248OHY/@@download/ENCFF248OHY.bam	GRCh38				archived	s3://encode-public/2016/06/08/f39d9c99-bb32-4096-858f-009240d46a92/ENCFF248OHY.bam				
ENCFF228JIT	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GAH, ENCFF000GAS	8918034366	Anshul Kundaje, Stanford	15f3e707d4b70b00afed5c7bc47c1fb8		https://www.encodeproject.org/files/ENCFF228JIT/@@download/ENCFF228JIT.bam	GRCh38				archived	s3://encode-public/2016/06/08/ebb8498b-7196-4ecb-bc65-20406e8c577c/ENCFF228JIT.bam				
ENCFF168NGI	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT, ENCFF742NER	17320977513	ENCODE Processing Pipeline	17564dfe7b4cfe34b92102b67a710b1f		https://www.encodeproject.org/files/ENCFF168NGI/@@download/ENCFF168NGI.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/675a9357-9ae3-4e0b-80ee-243c8ce7549b/ENCFF168NGI.bam				
ENCFF153JNH	bam	transcriptome alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT, ENCFF742NER	14467719229	ENCODE Processing Pipeline	2792c8f1edaf242af9f1eb1079f8a6ac		https://www.encodeproject.org/files/ENCFF153JNH/@@download/ENCFF153JNH.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/b14a52fe-004b-443e-925a-4cae40a513bf/ENCFF153JNH.bam				
ENCFF711DJN	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GAH, ENCFF000GAS, ENCFF742NER	15089727480	ENCODE Processing Pipeline	0f59886f47a6fd7a81d71cd21797f7b0		https://www.encodeproject.org/files/ENCFF711DJN/@@download/ENCFF711DJN.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/79465578-c5e4-43b0-8cb0-50cf32edafbc/ENCFF711DJN.bam				
ENCFF775VDU	bam	transcriptome alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				2							ENCFF000GAH, ENCFF000GAS, ENCFF742NER	11877563580	ENCODE Processing Pipeline	0278aad0cd4bea21d022a0a00d042f62		https://www.encodeproject.org/files/ENCFF775VDU/@@download/ENCFF775VDU.bam	GRCh38	V24			released	s3://encode-public/2016/07/07/a791d1b7-8b56-4d0b-b18b-57052a47a5db/ENCFF775VDU.bam				
ENCFF148RNW	bam	alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT, ENCFF069ZCO	15710440206	ENCODE Processing Pipeline	425110ef4ea0b2f191562630b88aecff		https://www.encodeproject.org/files/ENCFF148RNW/@@download/ENCFF148RNW.bam	hg19	V19			released	s3://encode-public/2016/10/12/37191f23-0c92-4480-9396-389b12441baa/ENCFF148RNW.bam				
ENCFF737BQH	bam	transcriptome alignments	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA	see document	see document		True	2011-10-17	ENCODE				1							ENCFF000GAF, ENCFF000GAT, ENCFF069ZCO	14610273788	ENCODE Processing Pipeline	c92605b34bb6897e5920ab396d5d0011		https://www.encodeproject.org/files/ENCFF737BQH/@@download/ENCFF737BQH.bam	hg19	V19			released	s3://encode-public/2016/10/12/fda079c7-e79f-48da-9227-46f2eef2f0e4/ENCFF737BQH.bam				
